normalized_name,status,start_date,end_date,mise_a_jour,date_dernier_rapport,normalized_molecule_name,atc_code,atc_class_code,atc_class_name,manufacturer
"LARGACTIL 25 mg/5 ml, solution injectable en ampoule",Tension,2024-01-02,,2024-01-02,2024-05-07,Chlorpromazine,N05AA01,N,Système nerveux,Neuraxpharm
"LARGACTIL 4 pour cent, solution buvable en gouttes",Tension,2022-12-08,2023-05-31,2023-01-18,2023-06-06,Chlorpromazine,N05AA01,N,Système nerveux,Neuraxpharm
"LAROSCOBINE 1 g/5 ml, solution injectable I.V. en ampoule",Rupture,2023-01-27,2023-04-03,2023-01-27,2023-03-01,Acide ascorbique,A11GA01,A,Voies digestives et métabolisme,0
"LAROSCOBINE 1 g/5 ml, solution injectable I.V. en ampoule",Tension,2023-04-03,2023-09-04,2023-04-03,2023-08-01,Acide ascorbique,A11GA01,A,Voies digestives et métabolisme,0
"LAROSCOBINE 1 g/5 ml, solution injectable I.V. en ampoule",Tension,2021-06-23,2021-08-18,2021-06-23,2021-08-11,Acide ascorbique,A11GA01,A,Voies digestives et métabolisme,0
"LAROXYL 40 mg/ml, solution buvable",Rupture,2023-04-28,2023-05-12,2023-05-12,2023-06-06,Amitriptyline (chlorhydrate d'),N06AA09,N,Système nerveux,Teofarma
"LASILIX 10 mg/ml, solution buvable ",Tension,2023-06-29,2023-10-30,,2023-11-10,Furosémide,C03CA01,C,Système cardiovasculaire,Sanofi
"LASILIX 20 mg/2 ml, solution injectable en ampoule",Tension,2023-03-03,2023-05-15,2023-03-03,2023-05-01,Furosémide,C03CA01,C,Système cardiovasculaire,Sanofi
"LASILIX Retard 60 mg, gélule boîte 30",Rupture,2022-12-19,2023-01-10,,,Furosémide,C03CA01,C,Système cardiovasculaire,Sanofi
"LASILIX Retard 60 mg, gélule boîte 30",Tension,2023-01-10,,2024-03-28,2024-05-07,Furosémide,C03CA01,C,Système cardiovasculaire,Sanofi
"LASILIX Special 500 mg, comprimé sécable",Tension,2022-09-28,2023-04-27,2022-09-28,2023-04-19,Furosémide,C03CA01,C,Système cardiovasculaire,Sanofi
"LEVOBUPIVACAINE : Altan 0,625 mg/ml, solution pour perfusion - 1,25 mg/ml, solution pour perfusion en poches de 100ml et 200 ml - 2,5 mg/ml, solution injectable pour perfusion ampoules de 10 ml",Rupture,2022-02-21,,2022-02-21,2023-11-10,Lévobupivacaïne (chlorhydrate de),N01BB10,N,Système nerveux,0
"LEVOBUPIVACAINE : ALTAN 0,625; 1,25; 2,5 et 5 mg/mL solution injectable/pour perfusion - Kabi 1,25 mg/ml poche 100 ml; 2,5 et 5 mg/ml 10 ml",Tension,2021-08-16,,2021-08-16,2022-02-07,Lévobupivacaïne (chlorhydrate),N01BB10,N,Système nerveux,Altan
"LEVOBUPIVACAINE Kabi 1,25mg/mL, solution pour perfusion",Rupture,2022-08-24,,2022-08-24,2023-11-10,Lévobupivacaïne (chlorhydrate de),N01BB10,N,Système nerveux,Fresenius Kabi
"LEVOBUPIVACAINE Kabi 2,5mg/mL et 5mg/mL, solution injectable/pour perfusion",Tension,2022-08-24,,2022-08-24,2023-11-10,Lévobupivacaïne (chlorhydrate de),N01BB10,N,Système nerveux,Fresenius Kabi
"LEVOBUPIVACAINE Kabi 2,5mg/mL et 5mg/mL, solution injectable/pour perfusion et 1,25mg/mL, solution pour perfusion",Tension,2022-07-01,,2022-07-01,2022-08-02,Lévobupivacaïne (chlorhydrate de),N01BB10,N,Système nerveux,Fresenius Kabi
"LEVODOPA CARBIDOPA TEVA 100 mg/10 mg, comprimé sécable",Tension,2020-07-16,2021-08-16,2021-04-19,2021-08-11,Lévodopa / bensérazide base,N04BA02,N,Système nerveux,Teva
"LHRH FERRING 100 microgrammes/1 ml, solution injectable",Tension,2021-02-23,,2021-02-23,2021-05-17,Acétate de gonadoréline,V04CM01,V,Divers,Ferring
"LIDOCAÏNE 10 mg/ml adrénaline 0,005 mg/ml Aguettant, solution injectable",Tension,2024-03-13,,2024-03-13,2024-05-07,Lidocaïne - adrénaline,N01BB52,N,Système nerveux,Aguettant
"LIDOCAÏNE 20 mg/ml adrénaline 0,005 mg/ml Aguettant, solution injectable",Tension,2024-03-28,,2024-03-28,2024-05-07,Lidocaïne - adrénaline,N01BB52,N,Système nerveux,Aguettant
"LIKOZAM 1 mg/ml, suspension buvable",Rupture,2021-08-09,2021-08-17,2021-08-09,2021-08-11,Clobazam,N05BA09,N,Système nerveux,Taw Pharma
"LIKOZAM 1 mg/ml, suspension buvable",Tension,2022-03-04,2022-04-26,2022-03-04,2022-04-05,Clobazam,N05BA09,N,Système nerveux,Taw Pharma
"LINEZOLIDE 2 mg/ml, solution pour perfusion",Tension,2024-03-15,,2024-03-15,2024-05-07,Linézolide,J01XX08,J,Anti-infectieux à usage systémique,0
"LINEZOLIDE Arrow 600 mg,  comprimé pelliculé - Arrow",Rupture,2022-03-18,,2022-03-18,2023-11-10,Linézolide,J01XX08,J,Anti-infectieux à usage systémique,Arrow
"LINEZOLIDE Ohre Pharma 600 mg, comprimé pelliculé",Rupture,2021-06-18,2022-10-03,2022-03-18,2022-10-06,Linézolide,J01XX08,J,Anti-infectieux à usage systémique,Ohre Pharma
"LONOTEN 5 mg et 10 mg, comprimé sécable",Rupture,2022-11-23,2023-01-09,2022-11-23,2023-01-05,Minoxidil,C02DC01,C,Système cardiovasculaire,Pfizer
"LONOTEN 5 mg et 10 mg, comprimé sécable",Tension,2023-01-09,2023-03-21,2023-01-09,2023-03-01,Minoxidil,C02DC01,C,Système cardiovasculaire,Pfizer
"LUTRELEF 3,2 mg, poudre et solvant pour solution injectable",Tension,2022-06-20,2022-07-22,2022-06-20,2022-06-28,Gonadoréline (acétate de),H01CA01,H,Hormones systémiques sauf hormones sexuelles et insulines,0
"LYMECYCLINE ARROW 408 mg  (équivalent à 300 mg de tétracycline base), gélule",Tension,2021-09-29,2022-01-17,2021-09-29,2021-12-05,Lymécycline,J01AA04,J,Anti-infectieux à usage systémique,Arrow
"LYRICA 20 mg/ml, solution buvable",Tension,2022-02-22,2023-05-24,2023-03-08,2023-05-01,Prégabaline,N03AX16,N,Système nerveux,Upjohn
"LYRICA 20 mg/ml, solution buvable",Rupture,2023-05-24,2023-11-14,2023-05-24,2023-11-10,Prégabaline,N03AX16,N,Système nerveux,Upjohn
"LYRICA 20 mg/ml, solution buvable",Tension,2023-11-14,2023-12-05,2023-11-14,2023-12-05,Prégabaline,N03AX16,N,Système nerveux,Upjohn
"LYTOS 520 mg, comprimé pelliculé",Tension,2020-11-04,,2021-04-19,2023-08-01,Clodronate de sodium,M05BA02,M,Système musculo-squelettique ,0
"LYUMJEV 100 unités/mL, Junior KwikPen solution injectable en stylo prérempli",Tension,2023-01-24,2023-02-20,2023-01-24,2023-02-02,Insuline lispro,A10AB04,A,Voies digestives et métabolisme,0
MALOCIDE 50 mg comprimé pelliculé,Rupture,2023-10-30,,2023-10-30,2024-05-07,Pyriméthamine,P01BD01,P,"Antiparasitaires, insecticides et répulsifs",0
"MELADININE 0,1 pour cent, solution pour application locale",Rupture,2022-04-01,,2022-04-01,2023-08-01,Méthoxsalène,L01EC01,L,Antinéoplasiques et immunomodulateurs,Medipha Santé
"MENOPUR 75 UI et 600 UI/ml, poudre et solvant pour solution injectable",Tension,2022-12-06,,2024-02-29,2024-05-07,Ménotropine,G03GA02,G,Système génito-urinaire et hormones sexuelles,0
"MESOCAINE 25 mg/5 ml, solution injectable",Rupture,2023-10-27,,2023-10-27,2024-03-01,Lidocaïne,N01BB02,N,Système nerveux,Ethypharm
"MESOCAINE 50 mg/5 ml, solution injectable",Tension,2023-05-23,2023-09-29,2023-05-23,2023-09-27,Lidocaïne,N01BB02,N,Système nerveux,Ethypharm
"MESOCAINE 50 mg/5 ml, solution injectable",Tension,2023-10-17,,2023-10-17,2024-03-01,Lidocaïne,N01BB02,N,Système nerveux,Ethypharm
"METALYSE 10000 unités, poudre et solvant pour solution injectable",Rupture,2021-03-15,2021-09-09,2021-04-19,2021-08-11,Ténectéplase,B01AD11,B,Sang et organes hématopoïétiques,Boehringer Ingelheim
"METALYSE 10000 unités, poudre et solvant pour solution injectable",Tension,2021-09-09,,2023-07-03,2024-04-23,Ténectéplase,B01AD11,B,Sang et organes hématopoïétiques,Boehringer Ingelheim
"METHERGIN 0,20 mg/1 ml, solution injectable, ampoule",Rupture,2023-07-03,2023-08-24,2023-07-03,2023-08-01,Méthylergométrine (maléate de),G02AB03,G,Système génito-urinaire et hormones sexuelles,0
"METHOTREXATE Accord 100 mg/ml, solution à diluer pour perfusion",Rupture,2023-01-17,,2023-03-16,2023-05-01,Méthotrexate,L01BA01,L,Antinéoplasiques et immunomodulateurs,Accord Healthcare
"METHOTREXATE Accord, solution injectable",Tension,2023-05-12,2024-03-05,2023-09-01,2024-03-01,Méthotrexate,L01BA01,L,Antinéoplasiques et immunomodulateurs,Accord Healthcare
"METHOTREXATE Accord, solution injectable",Rupture,2024-03-05,,2024-03-05,2024-05-07,Méthotrexate,L01BA01,L,Antinéoplasiques et immunomodulateurs,Accord Healthcare
"METHOTREXATE Mylan 100 mg/ml, solution injectable",Rupture,2022-07-27,,2022-07-27,2022-11-19,Méthotrexate,L01BA01,L,Antinéoplasiques et immunomodulateurs,Mylan
"METHOTREXATE Mylan 25 mg/ml, solution injectable, 10 flacons de 20 ml et METHOTREXATE MYLAN 100 mg/ml, solution injectable, 10 flacons de 10 ml",Rupture,2021-12-07,2022-02-03,,2022-01-24,Méthotrexate,L01BA01,L,Antinéoplasiques et immunomodulateurs,Mylan
"METHOTREXATE Teva 10 pour cent 1 g/10 mL et 5 g/50 mL, solution injectable",Tension,2023-02-21,,2023-02-21,2023-03-01,Méthotrexate,L01BA01,L,Antinéoplasiques et immunomodulateurs,Teva
"METHOTREXATE Teva 10 pour cent, solution injectable (flacons de 10 ml et 50 ml)",Tension,2024-04-16,,2024-04-16,2024-05-07,Méthotrexate,L01BA01,L,Antinéoplasiques et immunomodulateurs,Teva
METHOTREXATE Teva solution injectable,Tension,2023-03-16,2024-01-31,2023-12-20,2024-01-28,Méthotrexate,L01BA01,L,Antinéoplasiques et immunomodulateurs,Teva
"METHOTREXATE Viatris 100 mg/ml, solution injectable",Rupture,2021-05-25,,2021-05-25,2021-12-05,Méthotrexate,L01BA01,L,Antinéoplasiques et immunomodulateurs,Mylan
"METHOTREXATE Viatris 100 mg/ml, solution injectable",Rupture,2022-12-02,2023-05-12,2022-12-02,2023-03-01,Méthotrexate,L01BA01,L,Antinéoplasiques et immunomodulateurs,Mylan
"METHOTREXATE Viatris 100 mg/ml, solution injectable",Tension,2023-05-12,,,2023-12-05,Méthotrexate,L01BA01,L,Antinéoplasiques et immunomodulateurs,Mylan
"METHOTREXATE Viatris 100 mg/ml, solution injectable",Rupture,2024-01-04,,2024-01-04,2024-05-07,Méthotrexate,L01BA01,L,Antinéoplasiques et immunomodulateurs,Mylan
"MÉTHOXSALÈNE Macopharma 20 microgrammes/mL, solution pour la modification de la fraction sanguine",Tension,2022-06-16,,2022-06-16,2023-11-10,Méthoxsalène,L01EC01,L,Antinéoplasiques et immunomodulateurs,0
"METHYLPHENIDATE Arrow LP, gélule à libération prolongée",Rupture,2024-02-22,,2024-02-22,2024-04-23,Méthylphénidate (chlorhydrate de),N06BA04,N,Système nerveux,Arrow
"METHYLPHENIDATE Mylan Pharma LP, comprimé à libération prolongée ",Rupture,2022-06-21,2022-09-09,2022-07-11,2022-09-01,Méthylphénidate (chlorhydrate de),N06BA04,N,Système nerveux,Mylan
"METHYLPHENIDATE Mylan Pharma LP, comprimé à libération prolongée ",Tension,2022-09-09,,,2023-03-01,Méthylphénidate (chlorhydrate de),N06BA04,N,Système nerveux,Mylan
"METHYLPHENIDATE Viatris LP 36mg, comprimé à libération prolongée",Tension,2023-03-28,,2023-03-28,2023-05-01,Méthylphénidate (chlorhydrate de),N06BA04,N,Système nerveux,Viatris
"MÉTHYLPHÉNIDATE Viatris LP, comprimé à libération prolongée",Tension,2023-06-02,,2024-02-22,2024-05-07,Méthylphénidate (chlorhydrate de),N06BA04,N,Système nerveux,Viatris
"METHYLPREDNISOLONE Hikma 40 mg, poudre pour solution injectable",Rupture,2023-12-01,2024-04-15,2024-04-17,2024-05-07,Méthylprednisolone (hydrogénosuccinate de),H02AB04,H,Hormones systémiques sauf hormones sexuelles et insulines,Hikma
"METRONIDAZOLE 250 mg et 500 mg, comprimé pelliculé",Tension,2023-09-28,,2024-01-19,2024-05-07,Métronidazole,J01XD01,J,Anti-infectieux à usage systémique,Tous
"METRONIDAZOLE 250 mg, comprimé pelliculé ",Tension,2023-06-27,,2023-07-25,2023-09-27,Métronidazole,J01XD01,J,Anti-infectieux à usage systémique,Tous
"METRONIDAZOLE 500 mg, comprimé pelliculé ",Tension,2023-06-27,,2023-07-25,2023-09-27,Métronidazole,J01XD01,J,Anti-infectieux à usage systémique,Tous
"MEXILETINE AP-HP 200 mg, gélule",Rupture,2020-05-15,,2020-05-15,2021-06-03,Mexilétine,C01BB02,C,Système cardiovasculaire,APHP
MIANSERINE (produits à base de),Rupture,2020-12-08,,,2021-04-05,Miansérine,N06AX03,N,Système nerveux,Tous
MIANSERINE (produits à base de),Tension,2021-05-17,,2021-04-19,2022-10-06,Miansérine,N06AX03,N,Système nerveux,Tous
"MICROPAKINE L.P. 100, 250, 500, 750 et 1000 mg, granulés à libération prolongée en sachet-dose",Tension,2023-11-16,,2023-11-16,2023-12-05,"Acide valproïque, sodium (valproate de)",N03AG01,N,Système nerveux,0
"MICROPAKINE L.P. 1000 mg, granulés à libération prolongée en sachet-dose",Tension,2023-06-02,,2023-06-02,2023-11-10,"Acide valproïque, sodium (valproate de)",N03AG01,N,Système nerveux,0
"MICROPAKINE L.P., granulés à libération prolongée en sachet-dose",Tension,2024-01-12,2024-04-15,2024-01-12,2024-03-01,"Acide valproïque, sodium (valproate de)",N03AG01,N,Système nerveux,0
MINIRIN SPRAY / MINIRIN et MINIRINMELT,Tension,2020-07-23,,2021-04-19,2023-03-01,Desmopressine,H01BA02,H,Hormones systémiques sauf hormones sexuelles et insulines,0
"MINIRIN Spray 10 microgrammes par dose, solution endonasale en flacon",Rupture,2020-12-15,,2023-01-24,2024-05-07,Desmopressine,H01BA02,H,Hormones systémiques sauf hormones sexuelles et insulines,Ferring
"MIOCHOLE 20 mg, poudre et solvant pour solution intraoculaire",Rupture,2021-03-08,,2021-04-19,2022-04-05,Chlorure d'acétylcholine,S01EB09,S,Organes sensoriels,Chauvin
"MIOCHOLE 20 mg, poudre et solvant pour solution intraoculaire",Rupture,2022-10-13,2023-03-24,2023-01-23,2023-03-01,Chlorure d'acétylcholine,S01EB09,S,Organes sensoriels,Chauvin
"MIOCHOLE 20 mg, poudre et solvant pour solution intraoculaire",Tension,2023-03-24,2023-07-13,2023-06-02,2023-06-06,Chlorure d'acétylcholine,S01EB09,S,Organes sensoriels,Chauvin
"MIOCHOLE 20 mg, poudre et solvant pour solution intraoculaire",Rupture,2023-07-13,2024-04-08,2023-09-14,2024-03-01,Chlorure d'acétylcholine,S01EB09,S,Organes sensoriels,Chauvin
"MIOSTAT 100 microgrammes/ml, solution injectable pour voie intra-oculaire",Tension,2022-10-07,2023-01-23,2023-01-23,2023-02-02,Carbachol,S01EB02,S,Organes sensoriels,0
"MIOSTAT 100 microgrammes/ml, solution injectable pour voie intra-oculaire",Rupture,2023-01-23,2023-06-07,2023-01-23,2023-06-06,Carbachol,S01EB02,S,Organes sensoriels,0
"MISOONE 400 microgrammes, comprimé sécable ",Tension,2023-04-18,2023-04-27,2023-04-27,2023-04-19,Misoprostol,A02BB01,A,Voies digestives et métabolisme,Nordic Pharma
"MITOMYCINE ACCORD 10 mg, poudre pour solution injectable/ pour perfusion ou voie intravésicale",Rupture,2021-04-02,,2021-04-19,2022-02-07,Mitomycine,L01DC03,L,Antinéoplasiques et immunomodulateurs,Accord Healthcare
"MIVACRON 10 mg/5 ml et 20 mg/10 ml, solution injectable (IV)",Rupture,2022-05-24,,2022-08-26,2023-11-10,Chlorure de mivacurium,M03AC10,M,Système musculo-squelettique ,Aspen Pharma
"MIVACRON 20 mg/10 ml, solution injectable (IV)",Tension,2023-11-28,,2023-11-28,2024-05-07,Chlorure de mivacurium,M03AC10,M,Système musculo-squelettique ,0
"MONOPROST 50 microgrammes/ml, collyre en solution en récipient unidose",Tension,2023-02-13,,2024-04-18,2024-05-07,Latanoprost,S01EE01,S,Organes sensoriels,0
"MONTELUKAST 4 mg, 5 mg et 10 mg",Rupture,2023-01-04,,2023-01-04,2023-01-05,Montélukast sodique,R03DC03,R,Système respiratoire,Tous
MONTELUKAST comprimé 5 mg et 10 mg,Rupture,2023-02-01,,2023-02-01,2024-05-07,Montélukast sodique,R03DC03,R,Système respiratoire,Opella
"MORPHINE (SULFATE) LAVOISIER 20 mg/ml, solution injectable",Rupture,2021-12-01,2022-01-14,2021-12-01,2021-12-05,Morphine (sulfate),N02AA01,N,Système nerveux,Lavoisier
"MORPHINE (SULFATE) LAVOISIER 50 mg/ml, solution injectable",Rupture,2021-12-01,2022-01-14,2021-12-01,2021-12-05,Morphine (sulfate),N02AA01,N,Système nerveux,Lavoisier
"MOVIPREP, poudre pour solution buvable ",Tension,2023-10-16,2024-01-24,2023-10-16,2023-12-05,"Acide ascorbique, ascorbate de sodium, macrogol 3350, potassium (chlorure de), sodium (chlorure de), sodium (sulfate de) anhydre",A06AD61,A,Voies digestives et métabolisme,Norgine
"MOXIFLOXACINE 400 mg, comprimé pelliculé ",Tension,2023-12-08,,2023-12-08,2024-04-23,Moxifloxacine (chlorhydrate de),J01MA14,J,Anti-infectieux à usage systémique,Tous
"MOZOBIL 20mg/ml  solution injectable, boite de 1 flacon",Tension,2022-07-29,2022-08-29,2022-07-29,2022-08-02,Plérixafor,L03AX16,L,Antinéoplasiques et immunomodulateurs,Genzyme
"MUPHORAN, poudre et solution pour usage parentéral à diluer (perfusion)",Tension,2022-04-28,2022-06-20,,2022-05-01,Fotémustine,L01BC09,L,Antinéoplasiques et immunomodulateurs,0
"MYALEPTA 11,3 mg, poudre pour solution injectable ",Tension,2023-04-25,2023-08-11,2023-04-25,2023-08-01,Métréleptine,A16AA06,A,Voies digestives et métabolisme,Amryt Pharma
"MYCOSTATINE 100 000 UI/ml, suspension buvable",Rupture,2023-12-08,2024-02-15,2023-12-08,2024-03-01,Nystatine,A07AA02,A,Voies digestives et métabolisme,0
"MYCOSTATINE 100 000 UI/ml, suspension buvable",Tension,2024-02-15,,2024-02-15,2024-04-23,Nystatine,A07AA02,A,Voies digestives et métabolisme,0
"MYDRIATICUM 2 mg/0,4 ml, collyre en récipient unidose",Tension,2023-08-18,,2024-01-19,2024-05-07,Tropicamide,S01FA06,S,Organes sensoriels,Thea
"MYOZIME 50 mg, poudre pour solution à diluer pour perfusion",Tension,2022-03-29,,2022-03-29,2024-05-07,Alglucosidase alfa,A16AB07,A,Voies digestives et métabolisme,Sanofi
"NALADOR 500 microgrammes, lyophilisat pour usage parentéral",Tension,2021-01-13,2022-02-04,2021-09-10,2022-01-24,Sulprostone,G02AD05,G,Système génito-urinaire et hormones sexuelles,Teofarma
"NALTREXONE Viatris 50 mg, comprimé pelliculé sécable",Tension,2023-05-12,2023-10-30,2023-08-25,2023-10-04,Naltrexone (chlorhydrate de),N07BB04,N,Système nerveux,Viatris
"NANOCIS 0,24 mg, trousse pour préparation radiopharmaceutique",Rupture,2022-07-27,2022-08-30,2022-07-27,2022-08-02,Rhénium (heptasulfure de),V10BX,V,Divers,CIS bio international
"NANOCIS 0,24 mg, trousse pour préparation radiopharmaceutique",Tension,2022-09-28,,2023-01-05,2024-03-01,Rhénium (heptasulfure de),V10BX,V,Divers,CIS bio international
"NAROPEINE 2 mg/ml, solution injectable en poche de 200 ml",Rupture,2022-04-11,,2022-04-11,2023-11-10,Ropivacaïne (chlorhydrate de),N01BB09,N,Système nerveux,Aspen Pharma
"NAVELBINE 50 mg/5 ml, solution injectable en flacon",Rupture,2021-10-21,2022-04-08,2021-12-15,2022-04-05,Vinorelbine,L01CA04,L,Antinéoplasiques et immunomodulateurs,Pierre Fabre
"NEULEPTIL 1 pour cent, solution buvable",Rupture,2023-01-25,2023-05-30,,2023-05-01,Propériciazine,N05AC01,N,Système nerveux,Neuraxpharm
"NEULEPTIL 1 pour cent, solution buvable",Tension,2023-07-04,,2023-12-07,2024-04-23,Propériciazine,N05AC01,N,Système nerveux,Neuraxpharm
"NEULEPTIL 10 mg, gélule",Tension,2023-04-21,,2024-02-23,2024-04-23,Propériciazine,N05AC01,N,Système nerveux,Neuraxpharm
"NEUROBLOC 5000 U/ml,  solution injectable",Arret,2021-06-04,,2021-06-04,2021-07-03,Toxine botulique de type B,M03AX01,M,Système musculo-squelettique ,Sloan Pharma
"NIPENT 10 mg, poudre pour solution pour injection, poudre pour solution pour perfusion",Rupture,2022-10-05,2022-12-07,2022-10-05,2022-11-19,Pentostatine,L01X X08,L,Antinéoplasiques et immunomodulateurs,Pfizer
"NITRENDIPINE Viatris 10 mg, comprimé",Tension,2023-01-04,,2023-01-04,2023-09-27,Nitrendipine,C08CA08,C,Système cardiovasculaire,Viatris
"NORDITROPINE Flexpro 10 mg/1,5 ml, solution injectable en stylo prérempli",Rupture,2022-10-28,,2022-10-28,2022-11-19,Somatropine,H01AC01,H,Hormones systémiques sauf hormones sexuelles et insulines,Novo Nordisk
"NORDITROPINE Flexpro 5 mg/1,5 ml, 10 mg/1,5 ml et 15 mg/1,5 ml, solution injectable en stylo prérempli",Tension,2022-11-29,2023-09-04,2023-08-01,2023-08-01,Somatropine,H01AC01,H,Hormones systémiques sauf hormones sexuelles et insulines,Novo Nordisk
"NORDITROPINE Flexpro 5 mg/1,5 ml, 10 mg/1,5 ml et 15 mg/1,5 ml, solution injectable en stylo prérempli",Rupture,2023-09-04,2023-10-27,2023-09-04,2023-10-04,Somatropine,H01AC01,H,Hormones systémiques sauf hormones sexuelles et insulines,Novo Nordisk
"NORDITROPINE Flexpro 5 mg/1,5 ml, 10 mg/1,5 ml et 15 mg/1,5 ml, solution injectable en stylo prérempli",Tension,2023-10-27,,2023-10-27,2024-03-01,Somatropine,H01AC01,H,Hormones systémiques sauf hormones sexuelles et insulines,Novo Nordisk
"NORDITROPINE Flexpro 5 mg/1,5 ml, solution injectable en stylo prérempli",Tension,2024-03-28,,2024-03-28,2024-05-07,Somatropine,H01AC01,H,Hormones systémiques sauf hormones sexuelles et insulines,Novo Nordisk
"NOVANTRONE 10 mg/5 ml, solution à diluer pour perfusion",Tension,2024-01-15,2024-04-18,,2024-03-01,Mitoxantrone (chlorhydrate de),L01DB07,L,Antinéoplasiques et immunomodulateurs,0
"NOVANTRONE 10 mg/5 ml, solution à diluer pour perfusion",Arret,2024-04-18,,2024-04-18,2024-04-23,Mitoxantrone (chlorhydrate de),L01DB07,L,Antinéoplasiques et immunomodulateurs,0
NOVOEIGHT 250 UI et 1500 UI poudre et solvant pour solution injectable,Rupture,2023-03-31,2023-11-15,2023-03-31,2023-11-10,Turoctocog alfa,B02BD02,B,Sang et organes hématopoïétiques,0
NOVOEIGHT 250 UI et 1500 UI poudre et solvant pour solution injectable,Arret,2023-11-15,,2023-11-15,2024-05-07,Turoctocog alfa,B02BD02,B,Sang et organes hématopoïétiques,0
"NOVORAPID  FlexPen 100 unités/ml, solution injectable en stylo prérempli",Tension,2022-11-15,,2024-03-01,2024-03-15,Insuline (Aspartate),A10AB05,A,Voies digestives et métabolisme,Novo Nordisk
"NOVORAPID 100 U/ml, solution injectable",Tension,2022-09-21,2022-12-01,2022-09-21,2022-11-19,Insuline (Aspartate),A10AB05,A,Voies digestives et métabolisme,Novo Nordisk
"NOVORAPID 100 U/ml, solution injectable",Tension,2023-03-01,2023-09-06,,2023-08-01,Insuline (Aspartate),A10AB05,A,Voies digestives et métabolisme,Novo Nordisk
"NOVORAPID PUMPCART 100 unités/ml, solution injectable en cartouche",Rupture,2021-10-05,,,2021-10-08,Insuline (Aspartate),A10AB05,A,Voies digestives et métabolisme,Novo Nordisk
"NOVORAPID PUMPCART 100 unités/ml, solution injectable en cartouche",Tension,2021-11-08,,2021-11-08,2022-11-19,Insuline (Aspartate),A10AB05,A,Voies digestives et métabolisme,Novo Nordisk
"NOXAFIL 300 mg,  solution à diluer pour perfusion",Tension,2021-06-30,2021-07-19,,2021-07-03,Posaconazole,J02AC04,J,Anti-infectieux à usage systémique,MSD
"NOXAFIL 300 mg,  solution à diluer pour perfusion",Tension,2023-08-22,2024-01-18,2023-08-22,2023-12-05,Posaconazole,J02AC04,J,Anti-infectieux à usage systémique,MSD
"NOZINAN 100 mg, comprimé pelliculé sécable",Tension,2024-01-17,,2024-01-17,2024-03-01,Lévomépromazine (maléate de),N05AA02,N,Système nerveux,Sanofi
"NOZINAN 25 mg, comprimé pelliculé sécable",Tension,2024-02-19,,2024-02-19,2024-05-07,Lévomépromazine (maléate de),N05AA02,N,Système nerveux,Sanofi
"NOZINAN 40 mg/ml, solution buvable",Tension,2022-10-05,2023-02-24,,2023-02-02,Lévomépromazine (chlorhydrate de),N05AA02,N,Système nerveux,Sanofi
"NULOJIX 250 mg, poudre pour solution à diluer pour perfusion",Tension,2020-09-23,2023-10-02,2023-09-27,2023-09-27,Bélatacept,L04AA28,L,Antinéoplasiques et immunomodulateurs,Bristol-Myers Squibb
"NUMETAH G13% E prématurés, émulsion pour perfusion",Tension,2022-10-28,,2022-11-19,2022-12-16,Mélange nutritif,B05BA10,B,Sang et organes hématopoïétiques,Baxter
"OCTAFIX 100 UI/ml, poudre et solvant pour solution injectable",Rupture,2021-02-09,,2021-04-19,2023-07-22,Facteur VIII de coagulation humain,B02BD02,B,Sang et organes hématopoïétiques,Octapharma
"OCTAGAM  100 mg/ml et 50 mg/ml, solution pour perfusion",Tension,2020-07-08,,2021-04-19,2022-09-01,Immunoglobuline humaine normale,J06BA02,J,Anti-infectieux à usage systémique,Octapharma
"OCTAPLASLG, solution pour perfusion",Rupture,2023-03-07,2023-06-08,,2023-06-06,Protéines plasmatiques humaines,B05AA01,B,Sang et organes hématopoïétiques,Groupe AB
"OCTAPLASLG, solution pour perfusion",Tension,2023-08-16,2023-10-11,,2023-10-04,Protéines plasmatiques humaines,B05AA01,B,Sang et organes hématopoïétiques,Groupe AB
"OCTIM 150 microgrammes/dose, solution pour pulvérisation nasale",Rupture,2020-08-17,,2021-04-19,2024-05-07,Desmopressine,H01BA02,H,Hormones systémiques sauf hormones sexuelles et insulines,Ferring
"OCTRÉOTIDE Hospira 100 microgrammes/1 ml - 500 microgrammes/1 ml, solution injectable",Tension,2022-05-25,2023-06-16,2022-09-02,2023-06-06,Octréotide,H01CB02,H,Hormones systémiques sauf hormones sexuelles et insulines,Hospira
"OCTREOTIDE Hospira 50 microgrammes/1 ml - 100 microgrammes/1 ml - 500 microgrammes/1 ml, solution injectable",Tension,2022-02-03,,2022-02-03,2022-05-01,Octréotide,H01CB02,H,Hormones systémiques sauf hormones sexuelles et insulines,Hospira
"OCTREOTIDE HOSPIRA 500 microgrammes/1 ml, solution injectable",Tension,2021-11-15,2021-12-30,,2021-12-05,Octréotide,H01CB02,H,Hormones systémiques sauf hormones sexuelles et insulines,Hospira
"OMNIPAQUE 240 mg d’I/ml – 300 mg d’I/ml- 350 mg d’I/ml, solution injectable",Tension,2022-06-03,2023-04-18,2022-06-03,2023-03-01,Iohexol,V08AB02,V,Divers,0
"OMNITROPE 15 mg/1,5 ml, solution injectable",Tension,2023-11-28,,2023-11-28,2023-12-05,Somatropine,H01AC01,H,Hormones systémiques sauf hormones sexuelles et insulines,0
